platform,title,review,rating,date,source
Spinny,Unprofessional behaviour,"Spinnys India, Bengalurub Initially the company Spinnys gave me an offer of Rs 2.94 Lakhs and asked me to accept immediately.  I accepted. Spinny confirmed and fixed place and date for delivery. After acceptance and appointment confirmation for Rs.2.94 lakhs , they unilaterally cancelled. Tried calling back no response. After 2 hours they reduced offer to Rs 2.64 lakhs and said take it or leave it. This professional attitude, After giving 1st offer and then withdrawing is not acceptable. The telecontact person was not helpful and the lady said, take the revised offer or leave it. Unprofessional",3,2026-06-13T14:06:43.000Z,Trustpilot
Spinny,I sold my car with Spinny and the…,"Hi Vishal, Glad to know the selling process, payment, documentation, and communication went smoothly for you. To help you with the pending ownership transfer, please share your registered contact details and car registration number via our Google form https://bit.ly/3kWbuVP so we can check this and assist you further. Thanks for your patience and trust in Spinny. Squad Spinny",,2026-06-13T09:04:42.000Z,Trustpilot
Spinny,I’m very happy with the services…,"Hi Abhishek, Thank you for sharing your experience with Spinny! We’re really glad to know you’re happy with our prompt service and the value you received for your car. Your satisfaction means a lot to us, and we truly appreciate your trust. #SquadSpinny",5,2026-06-12T20:30:08.000Z,Trustpilot
Spinny,Resolution after Escalation,"I was experiencing difficulties getting my issue resolved through the customer service team. However, once the matter was escalated to the Spinny social media team, they responded promptly and helped secure a quick resolution to my concern.",,2026-06-12T15:00:25.000Z,Trustpilot
Spinny,Thank you spinny  customer support team…,"Hi Abhishek, thank you for your kind words! We're glad we could help. We'll be sure to share your appreciation with Nishank and the team. #SquadSpinny",,2026-06-12T12:37:10.000Z,Trustpilot
Spinny,The Company dealt with the sale ofmy…,"Hi Krishna, thank you so much for the kind words, we're really glad the process felt seamless and hassle-free. We completely understand the wish for a little more value, please be assured the offer was the best possible valuation, arrived at purely on the basis of current market trends and your car's exact condition. We always aim to keep this as fair and transparent as possible, so the figure genuinely reflected its value at that time. Thank you again for choosing Spinny and for trusting us with your car, wishing you the very best! #SquadSpinny 🎉🚗",,2026-06-12T11:14:48.000Z,Trustpilot
Spinny,After 2 years of car buy fron spinny…,"Hi Abhishek, thank you for bringing this to our attention. We take a concern of this nature extremely seriously, as transparency is at the core of how we operate, every vehicle goes through a detailed inspection and verification before it's listed. We'd genuinely like to look into your specific case and address it properly. Please share your details with us by filling out this short form: https://bit.ly/3kWbuVP , so that we can personally connect with you and investigate this thoroughly. We're committed to getting to the bottom of it. Squad Spinny",,2026-06-12T10:06:56.000Z,Trustpilot
Spinny,No one contact after you purchase car…,"Hi Dhaval, we're sorry to hear this has been your experience. We understand how important post-purchase support and timely updates on documentation are. Please share your contact details and car registration number through the Google Form https://bit.ly/3kWbuVP, and we will review the matter and connect with you at the earliest to assist further. Squad Spinny",1,2026-06-12T06:17:13.000Z,Trustpilot
Spinny,Locked wifi as they will loose more money with free wifi,"How hard for to hv a open wifi network for customers. Is that too expensive for u or you think why the fu*k we should give all those service. If they want to buy buy eat and go. In this 2026 hard times you again should make lives harder so that people should more suffer. Burjman spinnis, Never going to recommend customer.",,2026-06-11T19:43:11.000Z,Trustpilot
Spinny,Good experience with spinny in selling…,"Hi Rama Murthy, thank you for choosing Spinny to sell your Wagon R. We're glad you had a smooth experience with the valuation, vehicle pickup, and payment process. #SquadSpinny",,2026-06-11T15:36:50.000Z,Trustpilot
Spinny,The response was prompt,"The response was prompt. A technician was deputed to check the vehicle, which went very well. The offer price was accepted by me. The promised amount was transferred (less 5K) immediately after vehicle handing over and agreement. The final payment was released within a couple of days after sale by Spinny.",5,2026-06-11T14:00:47.000Z,Trustpilot
Spinny,Excellent service,"Hi Anil, thank you for your feedback. We're glad you appreciated the convenience of the home evaluation and our transparent pricing process. #SquadSpinny",,2026-06-11T11:04:05.000Z,Trustpilot
Spinny,It was avery good experience with…,It was avery good experience with Spinny as I was trying to sell the car since few months.  But myself enrolled with Spinny with in two weeks able to sell the car. Thank you Spinny for helping me. All the staff members were also very helpful.  Hassel free paper work.,5,2026-06-11T09:17:17.000Z,Trustpilot
Spinny,All good 👍👍👍,"Hi Yash, thank you for your feedback! We're glad to know everything went well. #SquadSpinny",,2026-06-11T08:51:47.000Z,Trustpilot
Spinny,Absolutely smoothly done ...n wonderful…,Hi Sanjay! Thank you for your feedback! We're delighted to know you had a smooth and wonderful experience with us. Your support means a lot. #SquadSpinny,,2026-06-11T08:24:21.000Z,Trustpilot
Spinny,Very helpful and fair value of my…,"Hi Ravi, thank you for your feedback! We're glad you found the valuation fair and the entire process efficient. We appreciate your trust in us. #SquadSpinny",,2026-06-11T07:11:55.000Z,Trustpilot
Spinny,I sold to spinny - twice,"Hi Prakash, we appreciate you sharing this with us, and choosing Spinny again after four years, it truly means a lot to us. We're glad the process felt smooth and transparent from start to finish. On the same-day point, it's a fair question, and it isn't a tactic to rush you. The price we offer depends on several factors like supply and demand, fluctuating market rates, the vehicle's usage, and the validity of the inspection, and it's locked in from the moment you accept it. The same-day handover is tied to this purely in your interest, so that you don't lose the best price you agreed upon for the same day. Thank you again for your trust. Wishing you the very best! Squad Spinny 🚗🎉",,2026-06-11T06:15:26.000Z,Trustpilot
Spinny,It was a very good seamless and…,"Hi Bipin, thank you for sharing your experience! We're delighted to know that the entire car-selling journey, from valuation to ownership transfer, was seamless and professionally handled. It's great to hear that you were happy with the deal as well. Your recommendation means a lot to us and motivates us to keep delivering the best experience possible. #SquadSpinny",5,2026-06-11T05:40:46.000Z,Trustpilot
Spinny,Inspection was quick,"Hi Anita, thank you for taking time to share your feedback, we're glad the inspection was quick for you. We completely understand your concern about not knowing the current status of your vehicle's ownership, clear communication on this matters, and we're sorry that you had to face this. We'd like to look into this and get it resolved for you. To take it forward, please share your details with us by filling out this short form: https://bit.ly/3kWbuVP. Once we receive the information, we'll review the matter and work towards a resolution at the earliest, keeping you informed and staying connected until it's fully addressed. Thank you for your patience and understanding. Squad Spinny",4,2026-06-11T05:35:33.000Z,Trustpilot
Spinny,Very professional service backed by…,"Hi Swapan, thank you for your kind words and recommendation! We're glad to hear that our professionalism, transparent valuation, and timely service met your expectations. Your trust and support mean a lot to us, and we look forward to serving you again. #SquadSpinny",,2026-06-11T05:22:19.000Z,Trustpilot
Spinny,Great!,"Hi Yash, thank you for the kind words, we're glad the process was smooth and that you were happy with the price. Your point regarding the parking charges is completely valid, and we sincerely appreciate you raising it. We'd like to clarify that the parking facilities at our centres are managed externally and not operated by Spinny directly, which is why the charges are not within our control. Please be assured your feedback has been duly noted by us. Thank you for choosing Spinny, wishing you the very best! Squad Spinny",,2026-06-11T05:08:31.000Z,Trustpilot
Spinny,The deal went through smoothly and…,"Hi Gurprit, thank you so much for the kind words! We're really glad the deal went through smoothly and that's exactly the experience we hope to deliver. It was a pleasure having you with us, and we wish you many happy drives ahead! Squad Spinny🎉🚗",,2026-06-11T04:11:34.000Z,Trustpilot
Spinny,Beyond doubts,"Hi Asitava, we're delighted that the transparent process and smooth documentation made a positive impression. Your appreciation of our team's commitment means a lot to us. #SquadSpinny",,2026-06-11T02:53:00.000Z,Trustpilot
Spinny,The smooth and timely management of the…,"Hi, It's great to know that the entire selling journey—from price discussions to payment—was smooth and hassle-free for you. We appreciate your trust and are delighted that the experience met your expectations. #SquadSpinny",,2026-06-10T20:42:39.000Z,Trustpilot
Spinny,Service is good,"Hi Narasimha, we're glad you had a good experience with us. #SquadSpinny",,2026-06-10T20:29:10.000Z,Trustpilot
Spinny,zero star,"Hi Ankit, we regret the inconvenience you've faced regarding the hold amount, and we completely understand how frustrating it can be. We'd really like to put this right for you but to move further we'd request you to share your details with us by filling out this short form: https://bit.ly/3kWbuVP so that we can get it resolved for you at the earliest. We'll stay in touch and keep you updated every step of the way until it's fully sorted. We appreciate your patience. Squad Spinny",,2026-06-10T19:51:31.000Z,Trustpilot
Spinny,Excellent and smooth service by Spinny,Excellent on time evaluation done of the car. Clarity was given on the details of the offer.Pickup and payment was smooth. Periodic updates were given.,,2026-06-10T18:09:03.000Z,Trustpilot
Spinny,psyched  into sale,"Hi, we're truly sorry for the experience you've had regarding the service calls and challan notices still reaching you even after the sale was concluded. We completely understand your frustration, and please be assured this will be treated as a priority. To help us look into it and get everything sorted, we'd request you to share your details via this short form: https://bit.ly/3kWbuVP. We'll stay in touch and keep you updated until it's fully resolved. We appreciate your patience. Squad Spinny",,2026-06-10T17:58:22.000Z,Trustpilot
Spinny,My zen estilo sale without Alloys,"My zen estilo sale without Alloys wheels 4 nos, and Sony Music system Inspection ke time aapke staff ne pucha tha tub maine kaha tha bilkul rakhunga es liye humne amount ki dimand kum ki thi, car 24 ne bhi inspection kiya tha waha se 82500 mil rahe the Pickup time muje kaha ki aapko 4 alloys wheels and Music system after some time aapko bijwa dange kyo ki  wheels ke bina car hum lekar nahi ja sakte So pls return Alloys wheels 4 nos and Sony Music system otherwise Rs 20000 (Twenty thousand ) pay to me urgently",1,2026-06-10T17:39:24.000Z,Trustpilot
Spinny,Not very happy.,"Hi, thank you for bringing this to our attention. We're sorry that you've had to deal with this without the support you expected, this is genuinely not the kind of experience we want for you. We'd really like to put this right. we'd request you to share your details with us by filling out this short form: https://bit.ly/3kWbuVP so that our team can personally connect with you and see this through to resolution. We appreciate your patience. Squad Spinny",,2026-06-10T17:37:58.000Z,Trustpilot
Spinny,Very good staff and his behavior,"Hi Sohan, thank you so much for the kind words! We're delighted to hear we could support you throughout very smoothly. It truly means a lot to us. Wishing you many happy drives ahead! Squad Spinny🚗🎉",,2026-06-10T17:10:11.000Z,Trustpilot
Spinny,Very nice and greatful to Spinny Team,"Hi Jaggunaidu, we're delighted to know you had a great experience with us. Your kind words mean a lot to the entire team. #SquadSpinny",5,2026-06-10T17:07:23.000Z,Trustpilot
Spinny,I sold WagonR and it was a nice experience,"I got best offer in Sep-2025 for my Oct-2015 bought WagonR, so happily sold it. Very smooth and transparent process. I love Spinny and will surely consider it whenever I need to sell Car in future.",,2026-06-10T17:06:04.000Z,Trustpilot
Spinny,Got very low price for my kia seltos I…,"Hi Aakash, we regret that the valuation did not meet your expectations and we understand your concern. Our purchase offers are determined after carefully assessing several factors, including the vehicle's condition, service history, market demand, and prevailing market rates, to ensure a fair and competitive offer. Regarding the resale price, every car goes through a detailed inspection, refurbishment, and quality assurance process before being listed. The retail price reflects these enhancements, along with warranty coverage, after-sales support, and the overall assurance provided to the next owner. We appreciate your feedback and thank you for sharing your experience. Squad Spinny",,2026-06-10T17:05:55.000Z,Trustpilot
Spinny,Average experience,"Hi Sanjit, thank you for sharing your feedback. While we're glad to know the process was quick and our staff was helpful, we're sorry to hear that you felt the experience lacked transparency. Please note that our purchase offers are based on a thorough assessment of the vehicle's condition, service history, market demand, and prevailing market rates to ensure a fair evaluation. We appreciate your feedback and thank you for sharing your experience. Squad Spinny",3,2026-06-10T17:04:36.000Z,Trustpilot
Spinny,The service was excellent,"Hi Shiva, we're delighted to know you had an excellent experience with us. #SquadSpinny",,2026-06-10T17:03:54.000Z,Trustpilot
Spinny,Better pricing,"Hi Eswaran, thank you for this thoughtful feedback, we're so glad the pricing and the pre-informed timelines worked well for you! Your suggestions are genuinely valuable, and we've noted them, along with your other points, for us to review. Feedback like yours helps us keep improving, and we truly appreciate you sharing it. Thank you for choosing Spinny, wishing you the very best! Squad Spinny🚗🎉",,2026-06-10T16:57:03.000Z,Trustpilot
Spinny,Car valuation process is very smooth…,"Hi Venkat, we're glad the valuation process, vehicle handover, and payment experience were smooth for you. It's great to know the quick payout and attention to details made a difference. #SquadSpinny",,2026-06-10T16:50:55.000Z,Trustpilot
Spinny,Well coordinated,"Hi Surojit, it's wonderful to know that the entire journey, from inspection to ownership transfer, was smooth and well-coordinated. We're especially glad that our payment process earned your trust. #SquadSpinny",5,2026-06-10T16:48:31.000Z,Trustpilot
Spinny,Love at first sight,"Hi Subramanian, thank you so much for the kind words! We're glad to hear that everything went smoothly and that's exactly the experience we hope to deliver. It truly means a lot to us. Wishing you many happy drives ahead! Squad Spinny🚗🎉",4,2026-06-10T16:38:00.000Z,Trustpilot
Spinny,Stl car is not transfer fom my and i am…,"Hi Dharmesh, we're truly sorry for the inconvenience you've faced regarding the hold amount, and we completely understand your concern. Please be assured that this is being treated as a priority, we are actively working to get it resolved for you at the earliest. We'll stay in touch and keep you updated every step of the way until it's fully sorted. We appreciate your patience. Squad Spinny",,2026-06-10T16:32:23.000Z,Trustpilot
Spinny,Don't buy car from spinny,"Hi, thank you for bringing this to our attention. We take a concern of this nature extremely seriously, as transparency is at the core of how we operate, every vehicle goes through a detailed inspection and verification before it's listed. We'd genuinely like to look into the specific case and address it properly. Please share your details with us by filling out this short form: https://bit.ly/3kWbuVP , so that we can personally connect with you and investigate this thoroughly. We're committed to getting to the bottom of it. Squad Spinny",1,2026-06-10T16:16:59.000Z,Trustpilot
Spinny,Excellent service and gave reasonable…,"Hi Srinivas, we're thrilled to know that you were happy with the value offered for your vehicle and the service you received. Your appreciation means a lot to us. #SquadSpinny",,2026-06-10T16:16:00.000Z,Trustpilot
Spinny,Very professional way of valuation,"Hi Raviraj, thank you for the kind words on the valuation, deal closing and settlement, we're glad it felt professional and smooth! You're absolutely right about the FASTag, and we appreciate you flagging it. We do recommend that customers to remove their belongings and deactivate or transfer the FASTag before handover,  and we'll make sure this is communicated more clearly. Thank you for sharing this, it genuinely helps. #SquadSpinny 🚗",,2026-06-12T08:38:42.000Z,Trustpilot
Spinny,Very clear and responsive,"Hi Supriyo, we're glad you found our communication clear and responsive throughout the process. #SquadSpinny",5,2026-06-10T16:13:14.000Z,Trustpilot
Spinny,Not get deposit  two thousand  which i…,"Hi Ajeet, we regret the inconvenience you've faced regarding the hold amount, and we completely understand how frustrating it can be. We'd really like to put this right for you but to move further we'd request you to share your details with us by filling out this short form: https://bit.ly/3kWbuVP so that we can get it resolved for you at the earliest. We'll stay in touch and keep you updated every step of the way until it's fully sorted. We appreciate your patience. Squad Spinny",,2026-06-10T16:01:16.000Z,Trustpilot
Spinny,DURING SALE AGREEMENT THEY ALWAYS OK…,"Hi Mayank, we're sorry to hear that you feel this way. Transparency is extremely important to us, and we aim to clearly communicate all terms and commitments throughout the process. We take your feedback seriously and thank you for taking the time to share your experience. Squad Spinny",,2026-06-10T15:50:21.000Z,Trustpilot
Spinny,Spinny - a one stop shop to Sell your car Tension free.,"I am a senior citizen and I sold my Renault Kwid through Spinny. It was a fabulous experience . Right from the begginning ,assessment, negotiation, finalising the deal, sale process etc was so smooth. I could sell the vehicle on the second day and the sale amount was deposited in my account after deducting the peshi amount pending RC transfer, before they took delivery. I got a reasonable deal. No headache or folliow up required for Rc transfer. They ensured a smooth transition and released the peshi amount ( which I was skeptical initially) on the registration process being complete within two months. Any day i would love to deal with and recommend spinny without second thought.❤️ them.",,2026-06-10T15:43:15.000Z,Trustpilot
Spinny,Spinny  give me the Best value of my…,"Hi Naveen, we're thrilled to hear that you received the best value for your car with us. Thank you for choosing Spinny! #SquadSpinny",,2026-06-10T15:41:30.000Z,Trustpilot
Spinny,Unresolved Issues with Car Purchase and Sale on Spiny,"I am writing to share my concerns regarding the purchase and sale of my car through Spiny in Hyderabad. Purchase Experience: Battery issue at the time of delivery. Car silencer damaged by delivery driver. Spent nearly 3 months chasing repairs and investing additional money to make the car usable. Sale Experience: Cleared EMI dues as requested. ₹5,000 withheld for bank NOC and ₹5,000 for RC transfer (From February). On 9 May, faced challenges at the RTO office: Stood in queue for over 2 hours without proper guidance. Incomplete document check led to additional requirements (local address proof xerox). Incurred commute costs, which were promised to be reimbursed but delayed. On 10 May, ₹5,000 for RC transfer was released along with commute reimbursement. However, ₹5,000 for bank NOC is still pending. Concerns: Lack of proactive communication and support. Customers are left to manage unexpected challenges without guidance. Delays in releasing withheld amounts despite fulfilling requirements. I request immediate resolution of the pending ₹5,000 for the bank NOC and assurance that such issues will not recur for other customers. Coordinating with Prashanth @90594 87221",1,2026-06-10T15:40:04.000Z,Trustpilot
Spinny,Hassle free transaction,"Hi Sanjay, we're delighted to know you found the process hassle-free with clear documentation and complete transparency throughout. #SquadSpinny",5,2026-06-10T15:40:00.000Z,Trustpilot
Spinny,Very good service,"Hi Malaram, thank you for your feedback! We're glad you had a great experience with us. #SquadSpinny",,2026-06-10T15:38:44.000Z,Trustpilot
Spinny,Transparent service and handled well.,"Hi Padma, thank you for your feedback! We're glad you found our service transparent and well handled. #SquadSpinny",5,2026-06-10T15:37:13.000Z,Trustpilot
Spinny,I sold my Tata Nexon thru spinny,"Hi Saurabh, thank you so much for the kind words! We're glad to hear that your selling experience went smooth, that's exactly the experience we aim to deliver. It genuinely means a lot to us. Thank you for choosing Spinny, wishing you the very best ahead! #SquadSpinny🚗🎉",,2026-06-10T15:31:30.000Z,Trustpilot
Spinny,I like the professionalism of the team,"Hi Hemant, thank you for your feedback! We're glad you appreciated our professionalism, timely service, and commitment to delivering as promised. #SquadSpinny",,2026-06-10T15:27:09.000Z,Trustpilot
Spinny,Hassle-free car sale service,"Hi Karthik, thank you for your feedback! We're glad we could make your car-selling experience hassle-free. #SquadSpinny",,2026-06-10T15:25:52.000Z,Trustpilot
Spinny,Team Spinny makes it so user friendly.,Team Spinny makes it so user friendly.. It's a Great experience.. I recommend to all to go through Spinny if you want to sell your car.. Five Stars,,2026-06-10T15:25:32.000Z,Trustpilot
Spinny,Payment balance not received,"Hi Sachin, we regret the inconvenience you've faced regarding the hold amount. We'd really like the opportunity to make this right for you. To help us take this forward, we'd request you to share your details by filling out this short form: https://bit.ly/3kWbuVP. Once we receive the information, we will look into the matter and work towards resolving it at the earliest. We'll stay in touch and keep you updated throughout the process until it's fully sorted. Thank you for your patience and understanding. Squad Spinny",,2026-06-10T15:24:34.000Z,Trustpilot
Spinny,Excellent experience,Excellent experience. Spinny is miles ahead of the other Car reseller Apps. Totally hassle-free & professional attitude makes the service stand out. Great work.. 👍🏻,,2026-06-10T15:23:08.000Z,Trustpilot
Spinny,Alto sale through Spinny,"Hi, thank you for taking the time to share this, we're so glad your Alto sale was smooth and hassle-free, and that the offer, the quick refund of the withheld amount, and the overall experience all stood out for you. That genuinely means a lot to us. On your point about pickup, we'd love to share that we do offer doorstep vehicle pickup, where our team collects the car directly from you, so it doesn't always have to be dropped at our hub, but it is arranged on request on a paid basis,so we ask customers to drop the vehicle themselves to avoid extra charges. Thank you again for choosing Spinny and for the kind words, wishing you the very best! #SquadSpinny🚗🎉",4,2026-06-10T15:22:06.000Z,Trustpilot
Spinny,Payment still pending after 5 months,"Hi Sajith, we regret the inconvenience you've faced regarding the hold amount, and we completely understand how frustrating that can be. Please be assured that we are treating this as a priority and are actively working to get it resolved for you at the earliest. We'll stay in touch and keep you updated every step of the way until it's fully sorted. We appreciate your patience. Squad Spinny",3,2026-06-10T15:21:44.000Z,Trustpilot
Spinny,Buying and selling car on Spinny is…,"Hi Atul, thank you so much for the wonderful review, and for trusting us with both buying and selling! It truly means a lot. We're really glad we could guide you through each step and keep the entire process clear, with no hidden charges along the way, transparency and a smooth experience are exactly what we aim to deliver. Thank you for being a valued part of the Spinny family, we'd love to have you back again. Wishing you the very best! #SquadSpinny🎉🚗",,2026-06-10T15:19:55.000Z,Trustpilot
Spinny,Wonderful experience,"Wonderful experience. Very professional. Way they talk, they inspect the vehicle and the follow-ups make them a complete team...if anyone wishes to sell their call, they need not look outside Spinny...",,2026-06-10T15:19:39.000Z,Trustpilot
Spinny,Very systematic in every process,"Hi Sreenivas, we're delighted to know you had a great experience and appreciated our systematic approach. #SquadSpinny",,2026-06-10T15:17:47.000Z,Trustpilot
Spinny,Quick and easy to sell,"Hi Raim, we're glad we could make the selling process quick and hassle-free for you. #SquadSpinny",,2026-06-10T15:16:13.000Z,Trustpilot
Spinny,Very professional set up,"Hi Arup, thank you so much for the kind words! We're glad to hear that your experience went smooth, that's exactly the experience we hope to deliver. It genuinely means a lot to us. Thank you for choosing Spinny, wishing you the very best ahead! #SquadSpinny🚗🎉",,2026-06-10T15:14:38.000Z,Trustpilot
Spinny,I sold my car through them,"I sold my car through them, concerned person came for inspection in the morning. Got a call about quotation in 2 hours and vehicle was picked in the evening. Everything done very quickly and was updated regarding RC transfer later too. Highly recommend",,2026-06-10T15:14:26.000Z,Trustpilot
Spinny,Quick and Fast operations,"Hi Gopikiran, we're pleased to know that you enjoyed a quick and efficient selling experience while receiving great value for your car. #SquadSpinny",,2026-06-10T15:14:14.000Z,Trustpilot
Spinny,Great Experience,"Hi Hiral, it's wonderful to hear that your car-selling experience was seamless from start to finish. We're glad the process and payment were completed smoothly without any hiccups. #SquadSpinny",,2026-06-10T15:14:00.000Z,Trustpilot
Spinny,I used spinny to sell my 2016 maruti…,"I used spinny to sell my 2016 maruti suzuki Dzire. The entire process from vehicle inspection to price quotation and finally handing over the car after sale to spinny was really seamless. The entire process took about a week and the car was taken by spinny only after transferring the money to my account which took about 1-2 hrs. The price quoted was also reasonable, and they do have room for negotiating the price in case you are not happy. I would definitely recommend Spinny to others as I had a very hassle free experience.",,2026-06-10T15:13:22.000Z,Trustpilot
Spinny,Sold my car but I'm getting challan msg…,"Hi, we're truly sorry for the experience you've had regarding the challan notices still reaching you even after the sale was concluded. We completely understand this , and please be assured that we will treat this as a priority. To help us look into it and get everything sorted, we'd request you to share your details via this short form: https://bit.ly/3kWbuVP. We'll stay in touch and keep you updated until it's fully resolved. We appreciate your patience. Squad Spinny",,2026-06-10T15:08:31.000Z,Trustpilot
Spinny,Sold 2 used vehicles to Spinny,"Hi Husain, earning your trust not once but twice means a lot to us. We're delighted that you found our pricing fair, our process transparent, and both transactions smooth and hassle-free. #SquadSpinny",,2026-06-10T15:08:30.000Z,Trustpilot
Spinny,The sale was quick and smooth,"Hi Seema, we're glad to hear that the sale process was quick and smooth for you and that the offered price met your expectations. However, we're sorry to learn about the delay in receiving the NOC for your NCB and understand the inconvenience this may have caused. We'd like to look into this for you. Please share your details by filling out this short form: https://bit.ly/3kWbuVP . Once we receive the information, we will review the matter and work towards resolving it at the earliest. We'll keep you updated throughout the process. Thank you for bringing this to our attention. Squad Spinny",4,2026-06-10T15:07:41.000Z,Trustpilot
Spinny,Got very good price and hassle free…,"Hi Rajesh, we're glad you received a great value for your Kia Seltos and enjoyed a smooth, hassle-free, and speedy selling experience with us. #SquadSpinny",5,2026-06-10T15:07:14.000Z,Trustpilot
Spinny,The Spinny Company is good dealer,"Hi Sunil, we're pleased to know you received a great value for your car and enjoyed a smooth experience backed by our customer support team. #SquadSpinny",,2026-06-10T15:06:46.000Z,Trustpilot
Spinny,Complete documentation required to sell…,"Hi, thank you for pointing this out. We always aim to make the customer journey as seamless and smooth as possible, and we regret that your experience fell short of that, it's certainly not what we want any of our customers to go through. Please be assured your feedback has been duly noted. We truly appreciate you taking the time to share it. Squad Spinny",1,2026-06-10T15:06:13.000Z,Trustpilot
Spinny,Overall smooth and flawless process,"Hi Neelesh, it's great to know your experience was smooth and flawless from start to finish. #SquadSpinny",,2026-06-10T15:05:54.000Z,Trustpilot
Spinny,Process was very fast and smooth,"Hi Tasleem, thank you so much for the kind words! We're glad to hear that your selling experience was smooth and quick, that's exactly the experience we hope to deliver. It truly means a lot to us. Thank you for choosing Spinny, wishing you the very best ahead! #SquadSpinny🚗🎉",,2026-06-10T15:05:42.000Z,Trustpilot
Spinny,Best price,"Hi Sooraj, we're thrilled that Spinny stood out for offering the best value and a smooth selling experience. Your appreciation means a lot to us—thank you for your support! 🎊 #SquadSpinny",5,2026-06-10T15:04:37.000Z,Trustpilot
Spinny,At initial stage i was having doubts is…,At initial stage i was having doubts is it the right platform where I am selling my car. I asked for ID proof of the executive who visited me he very well co-operated and also shared and allowed to take pic with him. As per instructions and process i got immediate payment after inspection and before handling keys. Thanks for the trust and service you provided.,,2026-06-10T15:04:10.000Z,Trustpilot
Spinny,I wanted to sell my car,"Hi Radha, we're delighted that your car-selling journey was smooth and hassle-free. Knowing that you'd recommend Spinny for selling or exchanging cars truly means a lot to us. #SquadSpinny",5,2026-06-10T15:04:08.000Z,Trustpilot
Spinny,Smooth prompt doorstep service!,"Hi Chinoo, it's fantastic to hear that the entire process exceeded your expectations. We're glad the doorstep experience, paperwork, and payment process felt smooth and seamless for you. #SquadSpinny",5,2026-06-10T15:00:25.000Z,Trustpilot
Spinny,No response from customer care,"Hi Jagdish, we're sorry you had to face this, and we sincerely thank you for bringing it to our attention. A lack of response, and any concern around the offers, is certainly not the experience we aim to deliver. Please be assured your feedback has been noted. We truly appreciate you taking the time to share this with us. Squad Spinny",1,2026-06-10T15:00:09.000Z,Trustpilot
Spinny,My car was picked up in hurry at night,"Hi, we're sorry for the inconvenience you've faced regarding the hold amount. We'd really like the opportunity to make this right for you but to help us take this forward, we'd request you to share your details by filling out this short form: https://bit.ly/3kWbuVP . Once we receive the information, we will look into the matter and work towards resolving it at the earliest. We'll stay in touch and keep you updated throughout the process until it's fully sorted. Thank you for your patience and understanding. Squad Spinny",1,2026-06-10T14:59:24.000Z,Trustpilot
Spinny,soory can't remember the name,"Hi Sagar, we're happy to know that our team could provide quick support and make the entire process hassle-free for you. #SquadSpinny",,2026-06-10T14:58:55.000Z,Trustpilot
Spinny,It’s appears a scam… if you sell ur…,"Hi Mayur, we regret that the valuation did not meet your expectations and we understand your concern. Our purchase offers are determined after carefully assessing several factors, including the vehicle's condition, service history, market demand, and prevailing market rates, to ensure a fair and competitive offer. Regarding the resale price, every car goes through a detailed inspection, refurbishment, and quality assurance process before being listed. The retail price reflects these enhancements, along with warranty coverage, after-sales support, and the overall assurance provided to the next owner. We appreciate your feedback and thank you for sharing your experience. Squad Spinny",1,2026-06-10T14:58:49.000Z,Trustpilot
Spinny,I sold my car to Spinny for 4.4 lakhs…,"Hi Siva, we're sorry the valuation didn't meet your expectations, and we completely understand your disappointment. However, our purchase offers are based on a careful assessment of the car's overall condition, service history and prevailing market rates, and while low mileage is certainly a positive, the final figure reflects the complete picture at the time of inspection. As for the resale price, every car we procure goes through detailed inspection, refurbishment and quality assurance before being listed, and the retail price reflects these enhancements along with the warranty and after-sales support. We always aim to keep our valuations fair and transparent, and please be assured your feedback has been duly noted. Thank you for sharing your experience. Squad Spinny",1,2026-06-10T14:58:47.000Z,Trustpilot
Spinny,Selling process is smooth and…,"Hi Amol, we're sorry to hear about your experience regarding the hold amount and understand how concerning this situation can be. We'd like to look into this and help get it resolved for you. To take this forward, please share your details with us by filling out this short form: https://bit.ly/3kWbuVP. Once we receive the information, we will review the matter and work towards a resolution at the earliest. We'll keep you informed throughout the process and stay connected until the issue is fully addressed. Thank you for your patience and understanding. Squad Spinny",,2026-06-10T14:58:42.000Z,Trustpilot
Spinny,I had a great experience in selling my…,"Hi Vinay, we're delighted that you had a great car-selling experience with us and felt confident in your decision. #SquadSpinny",,2026-06-10T14:58:19.000Z,Trustpilot
Spinny,Was a good overall experience selling…,"Hi Reshmi, thank you so much for the kind words! We're glad to hear that your selling experience was seamless and that's exactly the experience we hope to deliver. It truly means a lot to us. Thank you for choosing Spinny, wishing you the very best ahead! #SquadSpinny🚗🎉",4,2026-06-10T14:58:09.000Z,Trustpilot
Spinny,It was good selling experience,"Hi Vinay, thank you so much for the kind review! We're really glad the selling experience was smooth for you. Making the process quick, transparent and hassle-free is exactly what we aim for, and it means a lot to hear we stood out for you. Thank you for choosing Spinny, wishing you the very best ahead! #SquadSpinny 🎉🚗",,2026-06-10T14:57:23.000Z,Trustpilot
Spinny,Trusted service,"Hi Vijay, your trust means everything to us. Thank you for choosing Spinny! #SquadSpinny",,2026-06-10T14:56:25.000Z,Trustpilot
Spinny,Great price,"Hi Shreyash, it's wonderful to hear that you appreciated our transparent inspection process, competitive pricing, and smooth vehicle handover experience. #SquadSpinny",,2026-06-10T14:54:34.000Z,Trustpilot
