platform,title,review,rating,date,source
Spinny,Mene apni car spinny mai sale ki achi…,"Hi Rohit, we're happy to know that you received a good value for your car and enjoyed a quick, seamless selling experience with us. #SquadSpinny",,2026-06-10T14:54:06.000Z,Trustpilot
Spinny,It was an amazing experience with…,"Hi Jagdish, we're thrilled to hear that you had an amazing experience with us. Your satisfaction is what motivates us every day. #SquadSpinny",,2026-06-10T14:52:21.000Z,Trustpilot
Spinny,I sold my car to Spinny in December…,"Hi Haresh, we're sorry for the trouble you've experienced with the hold amount, and we completely understand your frustration. Rest assured, your case is being handled on priority, and our team is doing everything possible to resolve it for you as quickly as we can. We won't leave you waiting and keep you posted on the progress until it's completely resolved. We sincerely appreciate your patience. Squad Spinny",2,2026-06-10T14:50:27.000Z,Trustpilot
Spinny,Very less price offered and not given…,"Hi Ravi, we regret that the offer did not meet your expectations, and we understand your disappointment. To clarify, the price shared over the phone is an initial estimate based on the details provided, while the final offer is confirmed only after a physical inspection of the vehicle's actual condition, as such the two may occasionally differ. We always endeavour to keep this process fair and transparent, ensuring the final figure reflects the vehicle's value at the time of inspection. Please be assured that your feedback has been duly noted. Thank you for taking the time to share your experience. Squad Spinny",1,2026-06-10T14:45:54.000Z,Trustpilot
Spinny,Overall selling experience is good,"Hi Biswajit, thank you so much for the kind words, we're really glad the process felt seamless and hassle-free. We completely understand the wish for a little more value, please be assured the offer was the best possible valuation, arrived at purely on the basis of current market trends and your car's exact condition. We always aim to keep this as fair and transparent as possible, so the figure genuinely reflected its value at that time. Thank you again for choosing Spinny and for trusting us with your car, wishing you the very best! #SquadSpinny 🎉🚗",,2026-06-10T14:45:26.000Z,Trustpilot
Spinny,Transparent closure of deals and got by…,"Hi Ashis, thank you so much for the kind words! We're really glad the deal closed transparently,  keeping things clear and on time is exactly what we aim for. It was a pleasure having you with us, and we wish you the very best ahead! #SquadSpinny🚗🎉",,2026-06-10T14:44:58.000Z,Trustpilot
Spinny,Prompt service and seamless process…,"Prompt service and seamless digital process.. true to their promise, didn't face any hassle right from valuation to sign off.. excellent team work.. highly recommend to those considering selling their cars",5,2026-06-10T14:44:40.000Z,Trustpilot
Spinny,Not satisfied with Spinny,"Hi Rajaneesh, we regret that the valuation did not meet your expectations and we understand your concern. Our purchase offers are determined after carefully assessing several factors, including the vehicle's condition, service history, market demand, and prevailing market rates, to ensure a fair and competitive offer. Regarding the resale price, every car goes through a detailed inspection, refurbishment, and quality assurance process before being listed. The retail price reflects these enhancements, along with warranty coverage, after-sales support, and the overall assurance provided to the next owner. We appreciate your feedback and thank you for sharing your experience. Squad Spinny",,2026-06-10T14:44:22.000Z,Trustpilot
Spinny,Deal was handled professionally,"Deal was handled professionally. All people involved were very cooperative ,technically competitive and thorough professional.WellDeal was successfully completed without any hassle and without any trouble to me.I am very much satisfied and I would definitely recommend you to my friends.",,2026-06-10T14:41:53.000Z,Trustpilot
Spinny,Transparency,"Hi Ramesh, we're truly glad that our transparency, honesty, and professionalism made a strong impression on you. We appreciate your kind words and recommendation. #SquadSpinny",5,2026-06-10T14:41:35.000Z,Trustpilot
Spinny,On the very day I was supposed to hand…,"Hi, we're sorry to hear about your experience and understand your disappointment. We strive to ensure that every valuation is based on the most accurate information available during the evaluation process while maintaining transparency throughout. We regret any frustration this situation may have caused and appreciate you taking the time to share your feedback. Please be assured that your feedback has been duly noted. Squad Spinny",1,2026-06-10T14:41:04.000Z,Trustpilot
Spinny,smooth n transparent,"Hi Sreenish, we're glad you found the experience smooth and transparent. #SquadSpinny",,2026-06-10T14:40:32.000Z,Trustpilot
Spinny,It is my first experience,"Hi Saheb, thank you so much for your kind words, and for choosing Spinny! We're so glad that we made your experience just as we promised, this is exactly what we aim to deliver. Thank you for choosing Spinny and for trusting us with your car, wishing you the very best! #SquadSpinny 🎉🚗",,2026-06-10T14:40:14.000Z,Trustpilot
Spinny,All went very well right from car's…,"All went very well right from car's inspection at home till the paper work at Spinny centre at Habitat Centre, Indirapuram. Car Valuation was excellent and we were satisfied. Money was transferred immediately. At RTO too, the process was simple and the balance amount was transferred within 2 days. Excellent business!! - Vivek Verma",,2026-06-10T14:38:15.000Z,Trustpilot
Spinny,Great experience,"Hi Giri, we're delighted that our simple process, quick response, and competitive pricing made your experience a great one. #SquadSpinny",,2026-06-10T14:34:19.000Z,Trustpilot
Spinny,Good place to sell your car,"Hi Nikunj, we're glad every step of your journey—from inspection and pricing to coordination and payment—felt smooth and effortless. Thank you for placing your trust in us. #SquadSpinny",,2026-06-10T14:33:54.000Z,Trustpilot
Spinny,Awesome Spinny experience in terms of…,"Hi Sarang, we're thrilled that our team could make your car-selling experience so rewarding. Knowing you received great support and a competitive value for your car means a lot to us. #SquadSpinny",,2026-06-10T14:32:21.000Z,Trustpilot
Spinny,Best for selling used cars,"Hi Avirup, thank you so much for the wonderful review, and for choosing us again! That truly means a lot. We're so glad you found the price, process, and transparency just as we promise, this is exactly what we aim to deliver. Thank you for being part of the Spinny family, we'd love to have you back again. Wishing you the very best! #SquadSpinny🚗🎉",,2026-06-10T14:31:37.000Z,Trustpilot
Spinny,Selling of car was smooth process with…,"Hi Bhuwanesh, we're happy to know that the smooth process, easy paperwork, instant payment, and fair valuation made your car-selling experience a great one. #SquadSpinny",,2026-06-10T14:29:18.000Z,Trustpilot
Spinny,Tried other services too,"Hi Biju, standing out as your preferred choice means a lot to us. We're glad our transparency and fair pricing helped make your selling experience a confident one. #SquadSpinny",,2026-06-10T14:28:40.000Z,Trustpilot
Spinny,I never thought it is so easy to sell a car.,"Hi Sreeni, knowing that we made car selling feel easy and hassle-free for you is truly rewarding. Thank you for choosing Spinny and sharing your experience with us. #SquadSpinny",5,2026-06-10T14:27:06.000Z,Trustpilot
Spinny,I was sold my car by spiny it's very…,"Hi Dr Nainesh, we're thrilled to know you had a great experience selling your car with us. We're glad our quick payment process and smooth ownership transfer added to your peace of mind. #SquadSpinny",,2026-06-10T14:26:27.000Z,Trustpilot
Spinny,Excellent smooth experience,"Hi Siddharth, we're delighted that our team's professionalism made your selling experience smooth and memorable. Knowing that the instant payment stood out for you makes us even happier. #SquadSpinny",,2026-06-10T14:26:00.000Z,Trustpilot
Spinny,WARNING,"WARNING: DO NOT BUY FROM SPINNY! Absolute Fraud and Horrible Service ​I bought a second-hand Hyundai i20 from Spinny, and it has been an absolute nightmare. The car came with a long list of problems from day one. When I raised a complaint, their customer service completely fooled me. ​They promised to repair all the issues, so I trusted them and handed over my vehicle when they sent a driver to my home for pickup. That was my biggest mistake. ​Here is what Spinny actually did: ​Stole my fuel: They literally drained and stole 20 liters of petrol from my car while it was in their possession. ​Zero repairs done: My car sat parked carelessly in their workshop for 10 whole days without anyone lifting a finger. ​Complete waste of time: When I finally went to the workshop myself to retrieve my car, I found out they hadn't done a single bit of work on it. ​Spinny's promises of ""certified quality"" and ""hassle-free service"" are a complete scam. They take your money, deliver a faulty car, steal your fuel, and waste your time. Save your hard-earned money and avoid this fraudulent company at all costs!",,2026-06-07T10:19:05.000Z,Trustpilot
Spinny,Issue resolved satisfactorily,"Hi Abhishek, we are glad to have been able to help you. Thank you for the mention. #SquadSpinny",,2026-06-06T16:53:27.000Z,Trustpilot
Spinny,It was a great experience with spinny…,"Hi Nahida, we are glad to know this and thank you for giving us an opportunity to help you. #SquadSpinny",,2026-06-06T10:37:17.000Z,Trustpilot
Spinny,Issues handled professionally and on…,"Hi Swati, we are glad to have been able to help you. Thank you for the mention. #SquadSpinny",5,2026-06-06T10:18:46.000Z,Trustpilot
Spinny,Spinny took accountability of the issue…,"Hi Rohan, thank you for sharing your feedback and for your patience throughout the process. We’re glad to know the concern was resolved to your satisfaction and that our support and communication met your expectations. #SquadSpinny",,2026-06-06T09:26:46.000Z,Trustpilot
Spinny,Mera issue tha mera hold amount release…,"Hi, thank you for sharing your experience with us. We're glad to know the concern was resolved and that the matter was addressed to your satisfaction. Your feedback is truly appreciated. #SquadSpinny",,2026-06-05T09:12:44.000Z,Trustpilot
Spinny,Monica the spinny representative help…,"Hi Ravindranath, thanks for giving us the opportunity to help out. We will surely pass on your appreciation to Monika. We’re here if you ever need us again! #SquadSpinny",,2026-06-04T15:43:31.000Z,Trustpilot
Spinny,Thank you so much,"Hi Manish, thank you for your kind words. We're delighted to know that the delivery gift added to your experience and brought a smile to your face. Wishing you many happy miles ahead, and thank you for choosing Spinny. #SquadSpinny",,2026-06-04T15:24:08.000Z,Trustpilot
Spinny,I am very much happy with the Spinny…,I am very much happy with the Spinny customer care team and all HUB team to deal with me a positive way and resolve my issue.,,2026-06-04T11:47:39.000Z,Trustpilot
Spinny,Appreciation!,I really want to appreciate Team Spinny for their understanding and support for resolving my ongoing issue related to NOC. Wish them to maintain the same professionalism and ownership towards the customer(s).,,2026-06-04T11:08:18.000Z,Trustpilot
Spinny,one request you keep to sell or buy car…,"Hi Chintan, we are sorry for the inconvenience caused. Please share your contact number with us by filling out the given Google form: https://bit.ly/3kWbuVP so that we can enable DND, thereafter, you will no longer receive any such calls and messages. Squad Spinny",,2026-06-04T09:37:49.000Z,Trustpilot
Spinny,Resolution of an old issue,"Hi Amarnath, thank you for sharing your feedback. We're glad the concern was resolved and appreciate your support. #SquadSpinny",,2026-06-03T11:19:00.000Z,Trustpilot
Spinny,I purchased a Hyundai Grand i10 Sportz…,"I purchased a Hyundai Grand i10 Sportz (2016 Model, UP24 registration number) through Spinny. However, it has been more than 20 months and the vehicle ownership has still not been transferred to my name. As per my understanding, there is also a dispute between Spinny and the first owner regarding the vehicle transfer process, due to which I am facing continuous inconvenience and financial risk. Despite multiple follow-ups, I have not received a satisfactory resolution from the company. Due to the prolonged delay and lack of support, I have been compelled to serve a legal notice and initiate legal action against both Spinny and the first owner to protect my rights. Based on my experience, I would advise buyers and sellers to thoroughly verify all ownership and transfer-related documents before dealing with this company. I hope the matter is resolved at the earliest through the appropriate legal process.",,2026-06-02T07:54:11.000Z,Trustpilot
Spinny,Exceptional customer support,"Hi, thanks for giving us the opportunity to help out. We will surely pass on your appreciation to Nishanth. We’re here if you ever need us again! #SquadSpinny",5,2026-06-01T15:30:39.000Z,Trustpilot
